Track_name;Artist_Name;genra;lyrics
In Color;Jamey Johnson;country;I said, "Grandpa what's this picture here? It's all black and white, and it ain't real clear Is that you there?", he said, �Yeah, I was eleven� �And times were tough back in thirty-five That's me and Uncle Joe just tryna to survive A cotton farm, in a Great Depression�  [Refrain] If it looks like we were scared to death Like a couple of kids just tryna save each other You should�ve seen it in color   Oh, and this one here�s taken overseas In the middle of hell in nineteen forty-three In the wintertime, you can almost see my breath That was my tail gunner ol' Johnny McGee He was a high school teacher from New Orleans And he had my back right through the day we left   If it looks like we were scared to death Like a couple of kids just tryna save each other You should�ve seen it in color A picture's worth a thousand words But you can't see what those shades of gray keep covered You should've seen it in color See Jamey Johnson LiveGet tickets as low as $30You might also like This one is my favorite one This is me and Grandma in the summer sun All dressed up the day we said our vows You can't tell it here but it was hot that June And that rose was red and her eyes were blue And just look at that smile, I was so proud  [Bridge] That's the story of my life Right there in black and white   And if it looks like we were scared to death Like a couple of kids just tryna save each other You should�ve seen it in color Yeah, a picture's worth a thousand words But you can't see what those shades of gray keep covered You should�ve seen it in color  [Outro] (Should�ve seen it in color) Yeah, a picture's worth a thousand words But you can't see what those shades of gray keep covered You should�ve seen it in color7Embed;
God's Country;Blake Shelton;country;Right outside of this one church town There's a gold dirt road to a whole lot of nothin' Got a deed to the land, but it ain't my ground This is God's country We pray for rain, and thank Him when it's fallen 'Cause it brings the grain and a little bit of money We put it back in the plate I guess that's why they call it God's country   I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country   We turn the dirt and work until the week's done We take a break and break bread on Sunday Then do it all again 'Cause we're proud to be from God's country (Yeah)   I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country See Blake Shelton LiveGet tickets as low as $75You might also like[Interlude] (This is God's country) God's country  [Bridge] I don't care what my headstone reads Or what kind of pinewood box I end up in When it's my time, lay me six feet deep In God's country (Yeah)   I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country (God's country, I saw the light) Yeah, I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' (Yeah) Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country10Embed;
Girl Crush;Little Big Town;country;I got a girl crush, hate to admit it but I got a heart rush, ain't slowin' down I got it real bad, want everything she has That smile and the midnight laugh she's givin' you now   I wanna taste her lips, yeah, 'cause they taste like you I wanna drown myself in a bottle of her perfume I want her long blonde hair, I want her magic touch Yeah, 'cause maybe then, you'd want me just as much I got a girl crush, I got a girl crush   I don't get no sleep, I don't get no peace Thinkin' about her under your bed sheets The way that she's whisperin', the way that she's pullin' you in Lord knows I've tried, I can't get her off my mind   I wanna taste her lips, yeah, 'cause they taste like you I wanna drown myself in a bottle of her perfume I want her long blonde hair, I want her magic touch Yeah, 'cause maybe then, you'd want me just as much I got a girl crush [Outro] I got a girl crush, hate to admit it but I got a heart rush, it ain't slowin' downSee Little Big Town LiveGet tickets as low as $36You might also like88Embed;
If You're Going Through Hell (Before The Devil Even Knows);Rodney Atkins;country;Well you know those times when you feel like there's a sign there on your back That says I don't mind if you kick me, seems like everybody has Things go from bad to worse you think they can't get worse than that and then they do   You step off the straight and narrow and you don't know where you are Used the needle of your compass to sew up your broken heart Ask directions from a genie in a bottle of Jim Beam And she lies to you That's when you'll learn the truth   If you're goin' through hell keep on going Don't slow down if you're scared don't show it You might get out before the devil even knows you're there   I've been deep down in that darkness I've been down to my last match Felt a hundred different demons breathin' fire down my back And I knew that if I stumbled I'd fall right into the trap That they were layin', yeah But the good news is there's angels everywhere out on the street Holdin' out a hand to pull you back up on your feet The one's that you've been draggin' for so long You're on your knees you might as well be prayin' Guess what I'm sayin' You might also like If you're goin' through hell keep on going Don't slow down if you're scared don't show it You might get out before the devil even knows you're there Yeah, if you're goin' through hell keep on movin' Face that fire, walk right through it You might get out before the devil even knows you're there  [Instrumental]   If you're goin' through hell keep on going Don't slow down if you're scared don't show it You might get out before the devil even knows you're there Yeah, if you're goin' through hell keep on movin' Face that fire, walk right through it You might get out before the devil even knows you're there You might get out before the devil even knows you're there, yeah1Embed;
Drive (For Daddy Gene);Alan Jackson;country;It was painted red, the stripe was white It was 18 feet from the bow to stern light Secondhand from a dealer in Atlanta I rode up with Daddy when he went there to get her We put on a shine, put on a motor Built out of love, and made for the water Ran her for years, 'til the transom got rotten A piece of my childhood will never be forgotten   It was just an old plywood boat With a '75 Johnson and electric choke A young boy, two hands on the wheel I can't replace the way it made me feel And I would turn her sharp And I would make it whine He'd say, "You can't beat the way an old wood boat rides" Just a little lake 'cross the Alabama line But I was king of the ocean When Daddy let me drive   Just an old half ton short bed Ford My Uncle bought new in '64 Daddy got it right 'cause the engine was smoking A couple of burnt valves and he had it going He'd let me drive her when we'd haul off a load Down a dirt strip where we'd dump trash off of Thigpen Road I'd sit up in the seat and stretch my feet out to the pedals Smiling like a hero that just received his medal See Alan Jackson LiveGet tickets as low as $107You might also like It was just an old hand me down Ford With three speed on the column and a dent in the door A young boy, two hands on the wheel I can't replace the way it made me feel and I would press that clutch And I'd keep it right He'd say "A little slower son, you're doing just fine" Just a dirt road with trash on each side But I was Mario Andretti When Daddy let me drive  [Bridge] I'm grown up now, three daughters of my own I let them drive my old Jeep Across the pasture at our home Maybe one day they'll reach back in their file And pull out that old memory And think of me and smile and say   It was just an old worn out Jeep With rusty old floorboards, hot on my feet A young girl, two hands on the wheel I can't replace the way it made me feel And he'd say "Turn it left" and "Steer it right" Straighten up girl now, you're doing just fine Just a little valley by the river where we'd ride But I was high on a mountain When Daddy let me drive When Daddy let me drive Oh he let me drive [Outro] It was just an old plywood boat With a '75 Johnson and electric chokeEmbed;
Blue Ain't Your Color;Keith Urban;country;I can See you over there starin' at your drink Watchin' that ice sink, all alone tonight And Chances are you're sittin' here in this bar 'Cause he ain't gonna treat you right Well, it's Probably not my place but I'm gonna say it anyway 'Cause you look like You Haven't felt the fire, had a little fun Hadn't had a smile in a little while, baby   Blue Looks good on the sky Looks good on that neon buzzin' on the wall But darlin', it don't match your eyes I'm tellin' you You don't need that guy It's so black and white, he's stealin' your thunder Baby, blue ain't your color   I'm not tryna Be another just pick you up kinda guy Tryna drink you up, tryna take you home But I just I don't understand how another man Can take your sun and turn it ice cold Well, I've Had enough to drink and it's makin' me think That I just might Tell you If I were a painter I wouldn't change ya I'd just paint you bright, baby See Keith Urban LiveGet tickets as low as $158You might also like 'Cause blue Looks good on the sky Looks good on that neon buzzin' on the wall But darlin', it don't match your eyes I'm tellin' you You don't need that guy It's so black and white, he's stealin' your thunder Baby, blue ain't your color  [Bridge] No, no, no Mm It ain't your color, baby Mm, baby   Blue Looks good on the sky Looks good on that neon buzzin' on the wall But darlin', it don't match your eyes I'm tellin' you You don't need that guy It's so black and white, he's stealin' your thunder Baby, blue ain't your color Blue ain't your color [Outro] Mm, no, no, no, baby Come here, baby Let me light up your world8Embed;
Record Year;Eric Church;country;Since you turned the tables on me I've been steady and learnin' lonely Keepin' this turntable spinnin' Everything from Jones to Jennings Slowly plannin' my survival In a three-foot stack of vinyl Since you had to walk on outta here I've been havin' a record year   I bet you thought before you left I'd just sit in silence by myself Turn this house into a jail Dyin' slow in a livin' hell But love's got a funny way of keepin' score And your leavin' lit up my scoreboard I usually make it through side A sober All bets are off when I flip her over One bourbon, one scotch, one beer I'm havin' a record year   Quarter notes and Hank's half time Are poundin' on this heart of mine Song to song, I pass my time With these speakers on ten Your good-and-gone keeps me up all night Along with Songs In The Key of Life I'm either gonna get over you Or I'm gonna blow out my ears Yeah, you're out there now Doin' God knows how, and I'm stuck here Havin' a record year See Eric Church LiveGet tickets as low as $177You might also like Your leavin' left me goin' crazy I'm countin' on a needle to save me I drop it in the groove And we go 'round and 'round And down in a spiral I guess I really oughta call and thank you I rediscovered  Red Headed Stranger Got down with old James Brown And found New Grass Revival If you find your way back, I owe you a beer For my record year   Quarter notes and Hank's half time Are poundin' on this heart of mine Song to song, I pass my time With these speakers on ten Your good-and-gone keeps me up all night Along with Songs In The Key Of Life I'm either gonna get over you Or I'm gonna blow out my ears Yeah, you're out there now Doin' God knows how, and I'm stuck here Havin' a record year Yeah, I'm havin' a record year5Embed;
Somewhere On A Beach;Dierks Bentley;country;Bet you think I'm sitting at home, naw Bet you think that I'm all alone, naw I bet you think I'm missing you and wishing you would call my phone Hell naw I went wheels up on a runway And that ticket was a one-way   I'm somewhere on a beach Sipping something strong Got a new girl, she got it going on We drink all day, and party all night I'm way too gone to have you on my mind She got a body, and she's naughty And she got me like you ain't never got me I'm getting sun, getting some, and I ain't slept in a week Yeah, I'm somewhere on a beach   Heard you called my boys Heard you called my folks They said you drove by my house real slow You can check any spot, roll down every road But girl, I ain't even close See Dierks Bentley LiveGet tickets as low as $8You might also like I'm somewhere on a beach Sipping something strong Got a new girl, she got it going on We drink all day, and party all night I'm way too gone to have you on my mind She got a body, and she's naughty And she got me like you ain't never got me I'm getting sun, getting some, and I ain't slept in a week Yeah, I'm somewhere on a beach  [Bridge] I wish it could've worked out But I'm gettin' over you now On a beach towel My shades on My drink's up and the sun's out I'm somewhere on a beach   I'm somewhere on a beach Sipping something strong Got a new girl, she got it going on We drink all day, and party all night I'm way too gone to have you on my mind She got a body, and she's naughty And she got me like you ain't never got me I'm getting sun, getting some, and I ain't slept in a week Yeah, I'm somewhere on a beach [Outro] Yeah, I'm somewhere on a beach5Embed;
Road Less Traveled;Lauren Alaina;country;Why do you keep on staring? That mirror, mirror, it ain't fair at all (Mmm, mm) Dress sizes can't define Don't let the world decide what's beautiful, no  [Pre-Chorus] You won't make yourself a name if you follow the rules History gets made when you're acting a fool So don't hold it back and just flaunt it Show what you got and just own it No, they can't tear you apart   If you trust your rebel heart, ride it into battle Don't be afraid, take the road less traveled Wear out your boots and kick up the gravel Don't be afraid, take the road less traveled on Oh, ooh-whoa, oh, ooh-whoa Take the road less traveled on   Don't follow anyone March to the rhythm of a different drum (Mmm, mm) Why do we analyze, break out, and criticize the crazy ones? Oh See Lauren Alaina LiveGet tickets as low as $77You might also like[Pre-Chorus] You won't make yourself a name if you follow the rules History gets made when you're acting a fool So don't hold it back and just flaunt it Show what you got and just own it No, they can't tear you apart, no   If you trust your rebel heart, ride it into battle Don't be afraid, take the road less traveled Wear out your boots and kick up the gravel Don't be afraid, take the road less traveled on Oh, ooh-whoa, oh, ooh-whoa Take the road less traveled on Oh, ooh-whoa, oh, ooh-whoa Take the road less traveled on  [Bridge] Put your hands up, show me that you're one of a kind Put your hands up, let me hear your voice tonight Oh   If you trust your rebel heart, ride it into battle Don't be afraid, take the road less traveled Wear out your boots and kick up the gravel Don't be afraid, take the road less traveled on If you trust your rebel heart, ride it into battle Don't be afraid, take the road less traveled Wear out your boots and kick up the gravel Don't be afraid, take the road less traveled on Oh, ooh-whoa, oh, ooh-whoa Take the road less traveled on Wear out your boots and kick up the gravel Don't be afraid, take the road less traveled on [Outro] Traveled on Take the road less traveled on1Embed;
She Thinks My Tractor's Sexy;Kenny Chesney;country;Plowin' these fields in the hot summer sun Over by the gate, lordy, here she comes With a basket full of chicken and a big cold jug of sweet tea I make a little room and she climbs on up Open up a throttle and stir a little dust Just look at her face, she ain�t a foolin' me   She thinks my tractor's sexy It really turns her on She's always starin' at me While I'm chuggin' along She likes the way it's pullin' while we're tillin' up her land She's even kinda crazy 'bout my farmer's tan She's the only one who really understands what gets me She thinks my tractor's sexy   We ride back and forth 'til we run out of light Take it to the barn, put it up for the night Climb up in the loft, sit, and talk with the radio on She said she's got a dream and I ask what it is She wants a little farm and a yard full of kids And one more teeny weenie ride before I take her home You might also like She thinks my tractor's sexy It really turns her on She's always starin' at me While I'm chuggin' along She likes the way it's pullin' while we're tillin' up the land She's even kinda crazy 'bout my farmer's tan She's the only one who really understands what gets me She thinks my tractor's sexy  [Bridge] Well, she ain�t into cars or pickup trucks But if it runs like a Deere, man, her eyes light up   She thinks my tractor She thinks my tractor's sexy It really turns her on She's always starin' at me While I'm chuggin' along She likes the way it's pullin' while we're tilling' up her land She's even kinda crazy 'bout my farmer's tan She's the only one who really understands what gets me She thinks my tractor's sexy She thinks my tractor's sexy She thinks my tractor's sexy1Embed;
Whiskey Glasses;Morgan Wallen;country;Poor me, pour me another drink 'Cause I don't wanna feel a thing No more, hell nah I just wanna sip 'til the pain wears off Poor me, pour me another round Line 'em up and knock 'em down Two more let's go 'Cause I ain't never hurt like this before  [Pre-Chorus] Don't wanna think about her Or wear a ring without her Don't wanna hit the karaoke bar Can't sing without her So make them drinks strong 'Cause brother she's gone And if I'm ever gonna move on   I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) And see the world through whiskey glasses (I need a better view, where I don't drink to you) See Morgan Wallen LiveGet tickets as low as $47You might also like Last call I swear this will be my last call Now I ain't drunk dialing no more at 3 am Mr. Bartender hittin' me again  [Pre-Chorus] Don't wanna think about her Or wear a ring without her Don't wanna hit the karaoke bar Can't sing without her So make them drinks strong 'Cause brother she's gone And if I'm ever gonna move on   I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) Oh, see the world through whiskey glasses (I need a better view, where I don't drink to you) [Bridge] Line 'em up, line 'em up, line 'em up, line 'em up Knock 'em back, knock 'em back, knock 'em back, knock 'em back Fill 'em up, fill 'em up, fill 'em up, fill 'em up 'Cause if she ain't ever coming back Line 'em up, line 'em up, line 'em up, line 'em up Knock 'em back, knock 'em back, knock 'em back, knock 'em back Fill 'em up, fill 'em up, fill 'em up, fill 'em up 'Cause if she ain't ever coming back   I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) Oh, see the world through whiskey glasses (I need a better view, where I don't drink to you) Yeah  [Outro] (Ain't nothing else to do, but sip around the truth) And see the world through whiskey glasses (I need a better view, where I don't drink to you) Yeah12Embed;
Do I Make You Wanna;Billy Currington;country;Baby what's on your mind When you see me pull up in your drive? Do you wanna go downtown? Maybe have a little high dollar wine? Do you wanna go out to the country? And maybe blow all our money On some sugar at the truckstop and some scratch-offs See if we can lucky? Oh, I gotta know what's goin' on In your beautiful mind Baby don't be shy And tell me now   Do I Make you wanna dance real slow? Go Flyin' down a two lane road? Find A limb to hang your clothes? Do I make you wanna let your hair down? Play a little truth or dare now? Act just like you don't care now? Girl when I come around tell me Do I make you wanna? See Billy Currington LiveGet tickets as low as $35You might also like[Post-Chorus] Stay up 'til the sun Howl at the moon Baby, tell me the truth Do I make you wanna   Karaoke in the neon light? Go to Vegas, stay up all night? See if we can find a cheap flight Little 7, come 11, baby, roll those dice Do I make you feel pretty? Do I make you wanna lean back, lay back and kiss me? Do you wanna roll with me To the mountains, to the beach, to a party in the city? Do you wanna take in a broadway show Or maybe just lay low? I gotta know now   Do I Make you wanna dance real slow? Go Flyin' down a two lane road? Find A limb to hang your clothes? Do I make you wanna let your hair down? Play a little truth or dare now? Act just like you don't care now? Girl when I come around tell me Do I make you wanna? [Bridge] Do I make you turn into somebody else? Do you feel like you can finally be yourself? Baby, tell me now   Do I Make you wanna dance real slow? Go Flyin' down a two lane road? Find A limb to hang your clothes? Out in the middle of nowhere now We can take it back downtown You know I don't care now Just wanna take you there now Do I Make you wanna dance real slow? Go Flyin' down a two lane road? Find A limb to hang your clothes? Do I make you wanna let your hair down? Play a little truth or dare now? Act just like you don't care now? Girl when I come around tell me Do I make you wanna? [Outro] Stay up 'til the sun? Howl at the moon? Oh baby Tell me do I make you wanna? Stay up 'til the sun? Howl at the moon? Baby, tell me the truth Do I make you wanna Let your hair down? Play a little truth or dare now? Act just like you don't care now? Baby Make you wanna dance real slow? Go flyin' down a two lane road? Find a limb to hang your clothes on? Oh, babe, tell me Do I make you wanna?1Embed;
I'm Comin' Over;Chris Young;country;We say goodbye see you around We turn our backs then turn back around We break up we make up and we make love We can�t seem to let go girl   So I�m comin' over Runnin' every red light To hell with the closure Save it for another time Try not to think about you But it ain�t workin' Why put out a fire when it�s still burnin' Just when I think movin' on is gettin' closer I�m comin' over   I�m all alone, but you�re on my phone Tellin' me you miss me and that you�re at home Who knows what we are in the mornin' All I know is I want you  So I�m comin' over Runnin' every red light To hell with the closure Save it for another time Try not to think about you But it ain�t workin' Why put out a fire when it�s still burnin' Just when I think movin' on is gettin' closer I�m comin' over Ooh, I�m comin' over See Chris Young LiveGet tickets as low as $40You might also like[Bridge] Yeah we said that we�re done and I know that it�s late But you already know, I�m on my way   I�m comin' over Runnin' every red light To hell with the closure Save it for another time Try not to think about you But it ain�t workin' Why put out a fire that�s burnin' I�m comin' over Runnin' every red light To hell with the closure Save it for another time Try not to think about you But it ain�t workin' Why put out a fire when it�s still burnin' Just when I think movin' on is gettin' closer I�m comin' over I�m comin' over36Embed;
Redneck Woman;Gretchen Wilson;country;Well, I ain't never been the Barbie Doll type No, I can't swig that sweet Champagne I'd rather drink beer all night In a tavern Or in a honky-tonk Or on a four-wheel-drive tailgate Oh, I've got posters on my wall Of Skynyrd, Kid and Strait  [Pre-Chorus] Some people look down on me But I don't give a rip I'll stand barefooted in my own front yard With a baby on my hip  [Chorus 1] 'Cause I'm a redneck woman I ain't no high class broad I'm just a product of my raisin' I say "hey, y'all" and "yee-haw" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Charlie Daniels song So here's to all my sisters Out there keeping it country Let me get a big "hell yeah" from the redneck girls like me Hell yeah (Hell yeah!) You might also like Victoria Secret Well, their stuff's real nice Oh, but I can buy the same damn thing On a Wal-Mart shelf half-price And still look sexy (Sexy) Just as sexy as those models on TV No, I don't need no designer tag To make my man want me  [Pre-Chorus] You may think I'm trashy A little too hard core But in my neck of the woods I'm just the girl next door  [Chorus 2] Hey, I'm a redneck woman I ain't no high class broad I'm just a product of my raising I say "hey, y'all" and "yee-haw" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Tanya Tucker song So here's to all my sisters Out there keeping it country Let me get a big "hell yeah" from the redneck girls like me Hell yeah (Hell yeah!) [Chorus 3] I'm a redneck woman I ain't no high class broad I'm just a product of my raising I say "hey, y'all" and "yee-haw" And I keep my Christmas lights on On my front porch all year long And I know all the words to every Ol' Bocephus song So here's to all my sisters Out there keeping it country Let me get a big "hell yeah" from the redneck girls Like me  [Outro] (Hell yeah!) Hell yeah! (Hell yeah!) Hell yeah! (Hell yeah!) I said hell yeah!7Embed;
More Hearts Than Mine;Ingrid Andress;country;I can't wait to show you where I grew up Walk you 'round the foothills of my town Probably feel like you've been there before After hearing all the stories I've been telling you For six months now   We'll probably have to sleep in separate bedrooms Pack a shirt for church, because we'll go I'm not trying to scare you off, but I just thought that we should talk A few things out before we hit the road   If I bring you home to mama I guess I'd better warn ya She falls in love a little faster than I do And my dad will check your tires Pour you whiskey over ice and Take you fishin', but pretend that he don't like you Oh, if we break up, I'll be fine But you'll be breaking more hearts than mine   My sister's gonna ask a million questions Say anything she can to turn you red And when you meet my high school friends They'll buy you drinks and fill you in On all the crazy nights I can't outlive You might also like So if I bring you home to mama I guess I'd better warn ya She falls in love a little faster than I do And my dad will check your tires Pour you whiskey over ice and Buy you dinner, but pretend that he don't like you Oh, if we break up, I'll be fine But you'll be breaking more hearts than mine  [Bridge] Oh Mmh   If I bring you home to mama I guess I'd better warn ya She feels every heartache I go through And if my dad sees me cryin' He'll pour some whiskey over ice and Tell a lie and say he never really liked you Oh, if we break up I'll be fine But you'll be breaking more hearts than mine You'll be breaking more hearts than mine2Embed;
The House That Built Me;Miranda Lambert;country;I know they say, "You can�t go home again" I just had to come back one last time Ma'am, I know you don't know me from Adam But these hand prints on the front steps are mine Up those stairs, in that little back bedroom Is where I did my homework and I learned to play guitar And I bet you didn't know under that live oak My favorite dog is buried in the yard   I thought if I could touch this place or feel it This brokenness inside me might start healing Out here it�s like I'm someone else I thought that maybe I could find myself If I could just come in, I swear I'll leave Won't take nothing but a memory From the house that built me   Mama cut out pictures of houses for years From 'Better Homes and Garden' magazine Plans were drawn and concrete poured Nail by nail and board by board Daddy gave life to Mama's dream See Miranda Lambert LiveGet tickets as low as $38You might also like I thought if I could touch this place or feel it This brokenness inside me might start healing Out here it�s like I'm someone else I thought that maybe I could find myself If I could just come in, I swear I'll leave Won't take nothing but a memory From the house that built me  [Bridge] You leave home, you move on and you do the best you can I got lost in this whole world and forgot who I am   I thought if I could touch this place or feel it This brokenness inside me might start healing Out here it�s like I'm someone else I thought that maybe I could find myself If I could walk around, I swear I'll leave Won't take nothing but a memory From the house that built me6Embed;
Talladega;Eric Church;country;The deal was we would get to go, if we Cleaned it up, and got it running Daddy�s old Winnebago Wing and a prayer down 65 Five best friends on four bald tires I can still see Billy smiling When we finally made it To Talladega Boys raised up Whiskey in your glass Here�s to turning up Slowing down And cars that go real fast We were laughing and living, drinking and wishing And thinking as that checkered flag was waving Sure would like to stay in Talladega Like a storm, time rolls on You can�t hit pause, that's just the deal Most days in life don�t stand out But life�s about those days that we all like See Eric Church LiveGet tickets as low as $177You might also likeRocking Randall Getting rowdy Shooting roman candles at the man in the moon �til the Alabama sun was breaking Over Talladega Boys raised up Whiskey in your glass Here�s to turning up Slowing down And cars that go real fast We were laughing and living, drinking and wishing And thinking as that checked flag was waving Sure would like to stay in Talladega When the winds go cold And it blows October I think about us shoulder to shoulder Like those cars my thoughts roll over and over and over In my mind Tonight I�m in Talladega Boys raised up Whiskey in your glass Here�s to turning up Slowing down And cars that go real fast We were laughing and living, drinking and wishing And thinking as that checked flag was waving Sure would like to stay in Talladega  Talladega Talladega29Embed;
Burning Man;Dierks Bentley;country;Half your life you struggle Half your life you fly Half your life makin' trouble Half your life makin' it right One day I'm the exception Most days I'm just like most Some days I'm headed in the right direction And some days I ain't even close   I'm a little bit steady but still a little bit rollin' stone I'm a little bit heaven but still a little bit flesh-and-bone Little found, little don't-know-where-I-am I'm a little bit holy water but still a little bit burning man Burning man  [Verse 2: TJ Osborne] I always loved the highway I just don't run it as fast I still go wherever the wind blows me But I always find my way back I still don't get it right sometimes I just don't get it as wrong I still go a little bit crazy sometimes Yeah, but now I don't stay near as long See Dierks Bentley LiveGet tickets as low as $8You might also like I'm a little bit steady but still a little bit rollin' stone I'm a little bit heaven but still a little bit flesh-and-bone Little found, little don't-know-where-I-am I'm a little bit holy water but still a little bit burning man Burning man Still just a burn, burn, burning man Just a burning man Woo!  [Bridge] Maybe I'll go to the desert Find myself in the Joshua Tree If we pass in the night then just hand me a light And tell me you burned just like me   I'm a little bit steady but still a little bit rollin' stone I'm a little bit heaven but still a little bit flesh-and-bone Little found, little don't-know-where-I-am I'm a little bit holy water but still a little bit burning man Burning man Still just a burn, burn, burning man Just a burning man  [Outro] Burning man1Embed;
Mama's Broken Heart;Miranda Lambert;country;I cut my bangs with some rusty kitchen scissors I screamed his name 'til the neighbors called the cops I numbed the pain at the expense of my liver Don't know what I did next, all I know I couldn't stop   Word got around to the barflies and the baptists My mama's phone started ringin' off the hook I can hear her now, sayin' she ain't gonna have it Don't matter how you feel, it only matters how you look   Go and fix your make up, girl, it's just a break up Run and hide your crazy and start actin' like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain't my mama's broken heart   I wish I could be just a little less dramatic Like a Kennedy when Camelot went down in flames Leave it to me to be holding the matches When the fire trucks show up and there's nobody else to blame   Can't get revenge and keep a spotless reputation (Ah) Sometimes revenge's just a choice you gotta make (Ah) My mama came from a softer generation Where you get a grip and bite your lip just to save a little face See Miranda Lambert LiveGet tickets as low as $38You might also like Go and fix your make up, girl, it's just a break up Run and hide your crazy and start actin' like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain't my mama's broken heart  [Bridge] Powder your nose, paint your toes Line your lips and keep 'em closed Cross your legs, dot your eyes And never let 'em see you cry   Go and fix your make up, well, it's just a break up Run and hide your crazy and start actin' like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain't my mama's broken heart13Embed;
I Go Back;Kenny Chesney;country;"Jack and Diane" painted a picture of my life and my dreams Suddenly this crazy world made more sense to me Well I heard it today and I couldn't help but sing along Because every time I hear that song   I go back to a two toned short bed Chevy Driving my first love out to the levee Living life with no sense of time And I go back to the feel of a fifty yard line A blanket, a girl, some raspberry wine Wishing time would stop right in its tracks Every time I hear that song, I go back I go back   I used to rock all night long to "Keep On Rocking Me Baby" Frat parties, college bars, just trying to impress the ladies Well I heard it today and I couldn't help but sing along Because every time I hear that song   And I go back to the smell of an old gym floor And the taste of salt on a Carolina shore After graduation and drinking goodbye to friends And I go back to watchin summer fade to fall Growin up too fast and I do recall Wishin time would stop right in its tracks Everytime I hear that song, I go back I go back You might also like[Bridge] We all have a song that somehow stamped our lives Takes us to another place and time   So I go back to a pew, preacher, and a choir Singing bout God, brimstone, and fire And the smell of Sunday chicken after church And I go back to the loss of a real good friend And the sixteen summers I shared with him Now "Only The Good Die Young" stops me in my tracks Every time I hear that song I go back   I go back To the feel of a fifty yard line A blanket, a girl, some raspberry wine I go back (I go back) To watching summer fade to fall Growing up too fast and I do recall I go back (I go back) To the loss of a real good friend And the sixteen summers I shared with him I go back, I go back, I go back3Embed;
Blown Away;Carrie Underwood;country;Dry lightning cracks across the skies Those storm clouds gather in her eyes Her daddy was a mean old mister Mama was an angel in the ground The weatherman called for a twister She prayed blow it down  [Pre-Chorus] There's not enough rain in Oklahoma To wash the sins out of that house There's not enough wind in Oklahoma To rip the nails out of the past   Shatter every window 'til it's all blown away Every brick, every board, every slamming door blown away 'Til there's nothing left standing, nothing left of yesterday Every tear-soaked whiskey memory blown away Blown away (Blown away)   She heard those sirens screamin' out Her daddy laid there, passed out on the couch She locked herself in the cellar Listened to the screamin' of the wind Some people called it taking shelter She called it sweet revenge See Carrie Underwood LiveGet tickets as low as $76You might also like Shatter every window 'til it�s all blown away Every brick, every board, every slamming door blown away 'Til there's nothing left standing, nothing left of yesterday Every tear-soaked whiskey memory blown away Blown away  [Pre-Chorus] There�s not enough rain in Oklahoma To wash the sins out of that house There�s not enough wind in Oklahoma To rip the nails out of the past (Blown away)   Shatter every window 'til it�s all blown away Every brick, every board, every slamming door blown away 'Til there's nothing left standing, nothing left of yesterday Every tear-soaked whiskey memory blown away Blown away  [Outro] Blown away Blown away Blown away Blown away14Embed;
